"Município(Res)";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"Total"
"431515 Progresso";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
"431520 Putinga";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"431530 Quaraí";0;0;1;0;2;1;2;3;3;0;2;4;2;2;2;1;1;26
"431535 Quinze de Novembro";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"431540 Redentora";0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;3
"431550 Restinga Seca";1;0;0;0;0;1;0;0;4;1;0;1;0;2;1;0;2;13
"431560 Rio Grande";24;17;24;19;20;32;42;41;40;34;39;38;36;27;43;33;45;554
"431570 Rio Pardo";2;2;0;1;1;2;1;1;0;0;2;1;1;3;1;2;2;22
"431575 Riozinho";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"431580 Roca Sales";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2
"431590 Rodeio Bonito";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"431600 Rolante";0;0;0;0;1;0;0;0;2;0;1;1;1;1;2;1;0;10
"431610 Ronda Alta";1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3
"431620 Rondinha";0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;4
"431630 Roque Gonzales";0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;3
"431640 Rosário do Sul";0;1;2;2;1;5;1;1;5;3;4;4;7;2;1;2;5;46
"431645 Salto do Jacuí";1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;0;9
"431650 Salvador do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
"431660 Sananduva";0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;4
"431670 Santa Bárbara do Sul";1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3
"431673 Santa Cecília do Sul";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
"431675 Santa Clara do Sul";0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3
"431680 Santa Cruz do Sul";7;5;14;8;11;5;9;7;6;7;8;16;15;12;13;15;12;170
"431697 Santa Margarida do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"431690 Santa Maria";21;15;19;20;11;21;25;26;24;34;40;29;49;28;33;33;54;482
"431720 Santa Rosa";0;1;1;1;1;5;4;1;0;2;0;2;6;4;2;2;5;37
"431730 Santa Vitória do Palmar";1;0;1;1;0;1;4;1;4;2;3;5;0;4;2;4;1;34
"431710 Santana do Livramento";3;2;3;2;3;5;2;8;4;2;4;4;3;4;6;4;7;66
"431740 Santiago";1;3;3;2;2;2;4;1;1;3;3;2;4;1;6;6;2;46
"431750 Santo Ângelo";1;4;4;2;5;2;7;5;4;4;7;8;9;12;4;8;9;95
"431760 Santo Antônio da Patrulha";0;2;0;0;0;0;4;1;5;2;7;3;2;3;4;3;4;40
"431770 Santo Antônio das Missões";0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;4
"431780 Santo Augusto";1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;5
"431790 Santo Cristo";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;2
"431795 Santo Expedito do Sul";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"431800 São Borja";6;6;2;5;4;5;6;7;9;7;7;10;14;7;7;3;4;109
"431805 São Domingos do Sul";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"431810 São Francisco de Assis";1;0;0;0;1;0;2;0;1;1;0;0;0;2;0;2;0;10
"431820 São Francisco de Paula";0;0;0;0;0;3;2;1;0;0;1;6;2;4;0;3;1;23
"431830 São Gabriel";1;3;3;3;3;3;3;3;2;3;2;6;4;9;4;6;8;66
"431840 São Jerônimo";1;2;2;0;1;3;5;2;2;1;0;0;0;2;2;1;3;27
"431845 São José das Missões";0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2
"431850 São José do Norte";0;1;1;0;0;0;1;0;0;0;0;3;0;3;2;1;5;17
"431860 São José do Ouro";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"431870 São Leopoldo";29;29;44;41;43;49;38;55;45;49;51;33;51;47;60;47;39;750
"431880 São Lourenço do Sul";1;0;1;0;1;1;0;0;1;2;0;2;1;3;3;1;2;19
"431890 São Luiz Gonzaga";1;3;2;0;1;5;3;6;0;0;1;1;2;2;3;3;3;36
"431900 São Marcos";0;0;0;1;1;0;1;0;0;2;0;0;1;0;0;1;1;8
"431910 São Martinho";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"431912 São Martinho da Serra";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"431920 São Nicolau";0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;4
"431930 São Paulo das Missões";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"431935 São Pedro da Serra";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"431940 São Pedro do Sul";1;0;1;0;0;0;2;1;0;3;0;2;2;1;0;0;1;14
"431950 São Sebastião do Caí";1;1;0;1;0;0;1;6;4;4;3;4;4;5;7;6;2;49
"431960 São Sepé";0;0;0;1;1;0;2;1;0;0;2;1;1;0;0;0;2;11
"431971 São Valentim do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"431980 São Vicente do Sul";1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;5
"431990 Sapiranga";3;3;4;2;6;1;2;6;3;4;3;5;11;8;6;7;3;77
"432000 Sapucaia do Sul";8;12;12;17;16;16;25;24;20;21;28;14;24;22;24;28;20;331
"432010 Sarandi";1;0;0;0;0;0;0;0;1;0;1;0;1;4;2;0;1;11
"432020 Seberi";0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;4
"432023 Sede Nova";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2
"432026 Segredo";0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2
"432030 Selbach";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"432032 Senador Salgado Filho";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"432035 Sentinela do Sul";0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;0;5
"432040 Serafina Corrêa";0;0;0;2;0;1;0;2;0;0;1;0;1;0;1;0;2;10
"432050 Sertão";0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2
"432055 Sertão Santana";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;3
"432065 Silveira Martins";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2
"432067 Sinimbu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"432070 Sobradinho";0;0;0;0;1;0;0;0;1;2;1;0;1;2;0;1;0;9
"432080 Soledade";1;1;0;0;2;1;0;1;2;0;3;2;1;4;6;3;0;27
"432085 Tabaí";0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;3
"432090 Tapejara";0;0;0;0;0;1;0;0;0;0;0;0;2;0;3;0;1;7
"432100 Tapera";1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;6
"432110 Tapes";0;0;0;3;2;2;1;2;1;4;3;2;3;6;3;0;3;35
"432120 Taquara";5;8;3;5;5;5;5;8;8;9;7;2;5;9;12;10;2;108
"432130 Taquari";0;0;0;0;2;0;2;1;0;3;2;0;2;1;2;2;1;18
"432132 Taquaruçu do Sul";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"432135 Tavares";0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;4
"432140 Tenente Portela";0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;3
"432143 Terra de Areia";0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;1;5
"432145 Teutônia";0;0;1;0;1;0;2;0;1;0;0;1;0;0;1;1;0;8
"432147 Tiradentes do Sul";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2
"432150 Torres";5;6;4;11;10;8;5;9;3;9;7;10;7;3;3;3;7;110
"432160 Tramandaí";3;2;4;9;8;11;8;11;11;13;14;8;10;14;17;16;17;176
"432166 Três Cachoeiras";0;0;0;0;0;0;1;0;1;1;1;1;0;0;1;1;1;8
"432170 Três Coroas";0;0;0;0;0;0;0;0;0;2;0;0;1;1;2;3;0;9
"432180 Três de Maio";3;0;1;0;2;1;2;1;0;1;0;4;1;1;2;1;2;22
"432185 Três Palmeiras";0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;3
"432190 Três Passos";0;1;1;2;0;0;2;0;0;0;0;1;1;0;2;2;1;13
"432200 Triunfo";0;0;1;1;0;0;0;1;2;0;2;0;1;4;4;2;1;19
"432210 Tucunduva";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"432220 Tupanciretã";3;0;0;0;1;0;1;0;0;0;0;1;0;0;2;1;1;10
"432225 Tupandi";0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2
"432230 Tuparendi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"432232 Turuçu";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2
"432237 Unistalda";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"432240 Uruguaiana";14;18;20;28;25;38;29;37;31;28;32;37;28;35;44;31;30;505
"432250 Vacaria";4;2;7;5;5;4;5;6;8;4;6;7;7;6;6;6;5;93
"432254 Vale Real";0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;4
"432260 Venâncio Aires";3;3;2;0;2;3;6;4;1;6;3;6;1;3;2;4;6;55
"432270 Vera Cruz";0;1;0;1;0;0;0;1;0;0;0;1;0;2;2;0;0;8
"432280 Veranópolis";0;0;0;0;0;1;2;1;1;0;1;0;1;3;2;3;0;15
"432285 Vespasiano Correa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"432290 Viadutos";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"432300 Viamão";37;28;38;41;42;58;49;50;40;54;56;48;49;61;42;42;53;788
"432310 Vicente Dutra";0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3
"432330 Vila Flores";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2
"432345 Vila Nova do Sul";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;4
"432375 Vitória das Missões";0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
"432380 Xangri-lá";0;1;0;0;0;0;1;1;0;1;0;3;1;0;3;0;2;13
"430000 Município ignorado - RS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"500020 Água Clara";0;1;0;0;1;1;1;2;1;3;0;1;1;0;1;2;0;15
"500025 Alcinópolis";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"500060 Amambaí";2;1;1;1;2;0;0;1;1;0;2;4;3;2;1;0;4;25
"500070 Anastácio";1;1;1;0;2;1;0;1;1;0;0;0;0;2;0;1;1;12
"500080 Anaurilândia";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"500085 Angélica";0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;4
"500090 Antônio João";0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;3
"500100 Aparecida do Taboado";0;1;3;4;1;1;1;0;3;2;0;2;1;1;3;3;3;29
"500110 Aquidauana";3;5;3;1;1;1;1;4;3;3;0;5;1;1;2;2;6;42
"500124 Aral Moreira";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;3
"500150 Bandeirantes";1;0;0;0;0;1;0;0;0;2;0;0;0;1;0;3;0;8
"500190 Bataguassu";0;0;1;0;0;0;0;2;0;2;2;3;2;0;0;1;2;15
"500200 Batayporã";0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;6
"500210 Bela Vista";0;1;0;1;0;1;1;1;2;0;1;0;0;1;0;0;3;12
"500215 Bodoquena";0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
"500220 Bonito";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
"500230 Brasilândia";0;1;0;0;0;0;0;0;0;1;1;0;1;0;2;3;0;9
"500240 Caarapó";2;0;2;1;0;0;0;1;0;0;1;0;1;1;0;3;0;12
"500260 Camapuã";0;0;0;0;0;1;0;0;0;0;2;1;0;0;1;0;1;6
"500270 Campo Grande";69;71;63;69;65;45;67;74;56;51;62;71;74;69;68;44;51;1069
"500280 Caracol";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2
"500290 Cassilândia";0;0;0;1;0;1;0;2;0;0;0;1;0;1;1;0;0;7
"500295 Chapadão do Sul";1;0;0;0;0;1;1;1;2;2;1;1;1;0;0;0;0;11
"500310 Corguinho";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
"500315 Coronel Sapucaia";0;0;0;0;0;1;0;2;0;0;0;0;2;0;0;2;2;9
"500320 Corumbá";8;10;5;4;6;7;6;6;7;9;9;9;9;11;8;3;6;123
"500325 Costa Rica";0;0;0;0;2;0;0;1;1;2;3;1;0;0;2;0;0;12
"500330 Coxim";1;2;0;1;2;0;1;2;0;2;0;2;2;0;0;4;1;20
"500345 Deodápolis";0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;5
"500348 Dois Irmãos do Buriti";0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;4
"500350 Douradina";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
"500370 Dourados";2;10;8;13;11;7;12;14;21;16;19;20;14;13;13;15;13;221
"500375 Eldorado";0;0;1;0;0;0;0;0;0;0;0;3;0;3;1;1;2;11
"500380 Fátima do Sul";0;1;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0;10
"500390 Figueirão";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
"500400 Glória de Dourados";1;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;6
"500410 Guia Lopes da Laguna";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"500430 Iguatemi";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;1;6
"500440 Inocência";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;3
"500450 Itaporã";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3
"500460 Itaquiraí";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;4
"500470 Ivinhema";0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;5
"500480 Japorã";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"500490 Jaraguari";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"500500 Jardim";4;0;0;2;1;0;1;0;0;3;3;0;1;0;1;2;1;19
"500510 Jateí";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;3
"500515 Juti";0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3
"500520 Ladário";0;1;0;0;1;1;2;1;2;1;0;1;3;2;1;0;0;16
"500525 Laguna Carapã";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"500540 Maracaju";0;0;0;0;1;0;0;3;0;1;0;2;0;2;0;0;5;14
"500560 Miranda";0;1;1;0;0;0;2;0;0;2;1;1;2;2;1;3;2;18
"500568 Mundo Novo";0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;2;8
"500570 Naviraí";1;0;0;1;2;3;0;1;0;3;1;3;2;4;3;3;1;28
"500580 Nioaque";0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;1;6
"500600 Nova Alvorada do Sul";0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;3
"500620 Nova Andradina";1;0;1;0;2;4;1;0;1;1;0;0;1;3;0;5;2;22
"500625 Novo Horizonte do Sul";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2
"500630 Paranaíba";3;2;2;1;1;2;3;0;5;4;2;2;3;0;4;0;0;34
"500635 Paranhos";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"500640 Pedro Gomes";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"500660 Ponta Porã";2;3;1;6;3;7;1;6;5;4;3;2;4;2;5;7;6;67
"500690 Porto Murtinho";0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3
"500710 Ribas do Rio Pardo";0;0;0;1;1;3;1;0;1;1;2;0;2;1;3;0;2;18
"500720 Rio Brilhante";0;0;3;1;0;2;1;1;1;2;2;3;3;2;1;3;2;27
"500730 Rio Negro";0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;4
"500740 Rio Verde de Mato Grosso";1;1;0;0;1;1;0;1;0;0;2;3;2;2;4;2;6;26
"500750 Rochedo";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"500755 Santa Rita do Pardo";0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;3
"500769 São Gabriel do Oeste";1;0;0;0;0;0;0;2;1;0;0;0;0;1;1;3;2;11
"500780 Selvíria";2;0;1;0;0;0;0;0;0;1;0;0;0;0;1;3;0;8
"500770 Sete Quedas";0;0;0;1;0;2;0;0;0;0;1;0;1;0;0;1;0;6
"500790 Sidrolândia";2;1;0;0;0;0;0;1;0;0;0;1;2;4;1;2;2;16
"500793 Sonora";0;0;0;0;0;1;0;1;1;0;0;0;2;1;1;2;1;10
"500795 Tacuru";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2
"500797 Taquarussu";0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"500800 Terenos";0;0;1;0;0;1;0;2;1;1;0;1;0;2;0;0;2;11
"500830 Três Lagoas";13;7;8;11;5;9;4;7;6;6;12;7;6;10;4;4;10;129
"500840 Vicentina";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3
"510010 Acorizal";0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;3
"510020 Água Boa";0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;6
"510025 Alta Floresta";3;2;1;1;1;1;2;1;5;0;2;4;3;5;4;2;3;40
"510030 Alto Araguaia";0;0;0;0;1;0;0;0;1;2;0;1;0;0;0;0;0;5
"510040 Alto Garças";0;1;0;2;1;4;0;0;2;0;0;0;1;0;0;0;0;11
"510050 Alto Paraguai";0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;1;5
"510060 Alto Taquari";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
"510080 Apiacás";0;0;0;1;0;0;0;1;1;1;0;0;1;1;1;0;2;9
"510100 Araguaiana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"510120 Araguainha";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"510125 Araputanga";0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3
"510130 Arenápolis";0;0;1;0;1;0;1;0;0;0;0;0;0;3;3;3;1;13
"510140 Aripuanã";0;1;0;0;0;0;0;1;0;1;1;2;0;1;0;3;2;12
"510170 Barra do Bugres";0;1;1;0;1;2;2;0;2;1;4;1;6;0;1;1;3;26
"510180 Barra do Garças";1;1;1;3;1;3;3;1;2;2;1;2;4;0;7;1;4;37
"510185 Bom Jesus do Araguaia";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"510190 Brasnorte";0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;5
"510250 Cáceres";4;3;3;3;1;1;1;5;4;3;5;4;4;4;11;5;11;72
"510263 Campo Novo do Parecis";0;0;0;1;0;0;1;3;3;0;2;1;1;2;4;0;1;19
"510267 Campo Verde";1;0;0;0;2;0;0;0;0;1;1;0;1;1;1;0;2;10
"510268 Campos de Júlio";0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;4
"510270 Canarana";0;0;0;0;0;0;0;2;0;2;0;0;0;0;1;1;0;6
"510279 Carlinda";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2
"510285 Castanheira";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"510300 Chapada dos Guimarães";0;0;1;0;1;1;0;0;0;1;0;0;0;0;2;1;0;7
"510305 Cláudia";0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;5
"510320 Colíder";1;1;0;1;0;2;0;1;0;0;1;2;0;3;2;1;0;15
"510325 Colniza";0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;3
"510330 Comodoro";1;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;5
"510335 Confresa";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2
"510337 Cotriguaçu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"510340 Cuiabá";56;56;51;52;51;53;43;51;55;59;63;71;67;55;66;50;64;963
"510345 Denise";0;0;0;0;0;0;0;0;0;2;0;1;0;2;0;1;0;6
"510350 Diamantino";0;0;1;0;1;0;0;1;0;1;1;1;0;2;0;0;4;12
"510360 Dom Aquino";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;5
"510370 Feliz Natal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2
"510380 Figueirópolis D'Oeste";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"510410 Guarantã do Norte";0;1;0;1;0;2;0;1;0;0;1;1;3;1;3;0;0;14
"510420 Guiratinga";0;0;0;0;0;1;1;0;0;0;0;2;0;0;2;0;0;6
"510454 Itanhangá";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2
"510455 Itaúba";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"510460 Itiquira";0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;7
"510480 Jaciara";1;1;1;0;1;1;3;1;1;0;0;1;1;0;3;1;1;17
"510490 Jangada";0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;5
"510500 Jauru";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;5
"510510 Juara";0;0;0;1;0;0;1;0;4;2;1;3;3;0;5;3;4;27
"510515 Juína";0;0;0;1;0;2;3;1;1;2;3;3;4;2;1;0;3;26
"510517 Juruena";0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;4
"510520 Juscimeira";0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;5
"510523 Lambari D'Oeste";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"510525 Lucas do Rio Verde";0;0;2;1;1;0;0;1;1;0;0;4;3;3;0;1;1;18
"510558 Marcelândia";0;0;0;0;0;1;0;1;1;0;2;1;1;0;1;0;0;8
"510560 Matupá";1;0;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;6
"510562 Mirassol d'Oeste";0;0;1;0;0;1;0;0;1;2;0;0;0;2;0;1;0;8
"510590 Nobres";0;0;0;1;0;3;0;2;0;1;2;2;0;2;2;2;0;17
"510600 Nortelândia";1;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;5
"510610 Nossa Senhora do Livramento";0;2;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;5
"510615 Nova Bandeirantes";0;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;2;6
"510620 Nova Brasilândia";0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;3
"510621 Nova Canaã do Norte";0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3
"510618 Nova Lacerda";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3
"510890 Nova Maringá";0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;4
"510622 Nova Mutum";1;1;0;0;0;0;0;0;0;0;0;1;2;1;2;1;3;12
"510623 Nova Olímpia";0;1;0;0;2;0;1;0;0;0;1;2;1;0;2;0;0;10
"510619 Nova Santa Helena";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"510624 Nova Ubiratã";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
"510626 Novo Mundo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"510628 Novo São Joaquim";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"510629 Paranaíta";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;4
"510630 Paranatinga";0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;1;7
"510637 Pedra Preta";0;0;0;0;1;0;0;2;1;0;2;0;0;0;0;1;1;8
"510642 Peixoto de Azevedo";1;1;0;0;0;1;1;1;0;1;0;5;1;0;2;4;1;19
"510645 Planalto da Serra";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"510650 Poconé";0;1;3;0;0;0;0;0;0;1;1;2;1;1;1;1;1;13
"510665 Pontal do Araguaia";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"510675 Pontes e Lacerda";0;0;0;0;0;2;4;1;2;1;3;0;1;1;1;0;0;16
"510677 Porto Alegre do Norte";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2
"510680 Porto dos Gaúchos";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;2
"510685 Porto Estrela";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2
"510700 Poxoréo";0;1;1;0;0;1;1;1;2;1;2;0;2;0;1;2;4;19
"510704 Primavera do Leste";0;0;0;0;0;2;0;0;1;1;2;1;4;2;4;0;4;21
"510706 Querência";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"510718 Ribeirão Cascalheira";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
"510760 Rondonópolis";8;10;19;10;14;18;12;22;16;9;13;18;17;24;11;18;17;256
"510770 Rosário Oeste";1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;2;2;10
"510775 Salto do Céu";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2
"510724 Santa Carmem";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"510726 Santo Afonso";0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3
"510780 Santo Antônio do Leverger";0;0;0;1;0;0;1;1;1;0;1;0;0;1;1;1;3;11
"510785 São Félix do Araguaia";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2
"510729 São José do Povo";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
"510730 São José do Rio Claro";0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;1;0;7
"510735 São José do Xingu";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"510710 São José dos Quatro Marcos";0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;1;1;6
"510740 São Pedro da Cipa";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"510787 Sapezal";0;0;0;0;0;1;0;0;0;1;1;1;2;1;2;2;1;12
"510790 Sinop";0;2;1;1;1;2;2;2;5;4;6;4;6;6;9;6;4;61
